orderid,customerid,employeeid,employee,orderdate,orderyear,duedate,shippeddate,saleamount,productid,unitprice,quantity,percentdiscount
10656,GREAL,6,Michael Suyama,9/4/20,2020,10/2/20,9/10/20,57,47,9.5,6,10
10657,SAVEA,2,Andrew Fuller,9/4/20,2020,10/2/20,9/15/20,775,15,15.5,50,0
10657,SAVEA,2,Andrew Fuller,9/4/20,2020,10/2/20,9/15/20,231.6,41,9.65,24,0
10657,SAVEA,2,Andrew Fuller,9/4/20,2020,10/2/20,9/15/20,540,46,12,45,0
10657,SAVEA,2,Andrew Fuller,9/4/20,2020,10/2/20,9/15/20,95,47,9.5,10,0
10657,SAVEA,2,Andrew Fuller,9/4/20,2020,10/2/20,9/15/20,1710,56,38,45,0
10657,SAVEA,2,Andrew Fuller,9/4/20,2020,10/2/20,9/15/20,1020,60,34,30,0
10658,QUICK,4,Margaret Peacock,9/5/20,2020,10/3/20,9/8/20,600,21,10,60,0
10658,QUICK,4,Margaret Peacock,9/5/20,2020,10/3/20,9/8/20,1288,40,18.4,70,5
10658,QUICK,4,Margaret Peacock,9/5/20,2020,10/3/20,9/8/20,1870,60,34,55,5
10658,QUICK,4,Margaret Peacock,9/5/20,2020,10/3/20,9/8/20,910,77,13,70,5
10659,QUEEN,7,Robert King,9/5/20,2020,10/3/20,9/10/20,250,31,12.5,20,5
10659,QUEEN,7,Robert King,9/5/20,2020,10/3/20,9/10/20,441.6,40,18.4,24,5
10659,QUEEN,7,Robert King,9/5/20,2020,10/3/20,9/10/20,600,70,15,40,5
10660,HUNGC,8,Laura Callahan,9/8/20,2020,10/6/20,10/15/20,1701,20,81,21,0
10661,HUNGO,7,Robert King,9/9/20,2020,10/7/20,9/15/20,54,39,18,3,20
10661,HUNGO,7,Robert King,9/9/20,2020,10/7/20,9/15/20,649.25,58,13.25,49,20
10662,LONEP,3,Janet Leverling,9/9/20,2020,10/7/20,9/18/20,125,68,12.5,10,0
10663,BONAP,2,Andrew Fuller,9/10/20,2020,9/24/20,10/3/20,552,40,18.4,30,5
10663,BONAP,2,Andrew Fuller,9/10/20,2020,9/24/20,10/3/20,420,42,14,30,5
10663,BONAP,2,Andrew Fuller,9/10/20,2020,9/24/20,10/3/20,1060,51,53,20,5
10664,FURIB,1,Nancy Davolio,9/10/20,2020,10/8/20,9/19/20,744,10,31,24,15
10664,FURIB,1,Nancy Davolio,9/10/20,2020,10/8/20,9/19/20,456,56,38,12,15
10664,FURIB,1,Nancy Davolio,9/10/20,2020,10/8/20,9/19/20,315.75,65,21.05,15,15
10665,LONEP,1,Nancy Davolio,9/11/20,2020,10/9/20,9/17/20,1060,51,53,20,0
10665,LONEP,1,Nancy Davolio,9/11/20,2020,10/9/20,9/17/20,55,59,55,1,0
10665,LONEP,1,Nancy Davolio,9/11/20,2020,10/9/20,9/17/20,180,76,18,10,0
10666,RICSU,7,Robert King,9/12/20,2020,10/10/20,9/22/20,4456.44,29,123.79,36,0
10666,RICSU,7,Robert King,9/12/20,2020,10/10/20,9/22/20,210.5,65,21.05,10,0
10667,ERNSH,7,Robert King,9/12/20,2020,10/10/20,9/19/20,1620,69,36,45,20
10667,ERNSH,7,Robert King,9/12/20,2020,10/10/20,9/19/20,301,71,21.5,14,20
10668,WANDK,1,Nancy Davolio,9/15/20,2020,10/13/20,9/23/20,100,31,12.5,8,10
10668,WANDK,1,Nancy Davolio,9/15/20,2020,10/13/20,9/23/20,96,55,24,4,10
10668,WANDK,1,Nancy Davolio,9/15/20,2020,10/13/20,9/23/20,498.75,64,33.25,15,10
10669,SIMOB,2,Andrew Fuller,9/15/20,2020,10/13/20,9/22/20,570,36,19,30,0
10670,FRANK,4,Margaret Peacock,9/16/20,2020,10/14/20,9/18/20,288,23,9,32,0
10670,FRANK,4,Margaret Peacock,9/16/20,2020,10/14/20,9/18/20,720,46,12,60,0
10670,FRANK,4,Margaret Peacock,9/16/20,2020,10/14/20,9/18/20,350,67,14,25,0
10670,FRANK,4,Margaret Peacock,9/16/20,2020,10/14/20,9/18/20,750,73,15,50,0
10670,FRANK,4,Margaret Peacock,9/16/20,2020,10/14/20,9/18/20,193.75,75,7.75,25,0
10671,FRANR,1,Nancy Davolio,9/17/20,2020,10/15/20,9/24/20,174.5,16,17.45,10,0
10671,FRANR,1,Nancy Davolio,9/17/20,2020,10/15/20,9/24/20,493,62,49.3,10,0
10671,FRANR,1,Nancy Davolio,9/17/20,2020,10/15/20,9/24/20,252.6,65,21.05,12,0
10672,BERGS,9,Anne Dodsworth,9/17/20,2020,10/1/20,9/26/20,3952.5,38,263.5,15,10
10672,BERGS,9,Anne Dodsworth,9/17/20,2020,10/1/20,9/26/20,258,71,21.5,12,0
10673,WILMK,2,Andrew Fuller,9/18/20,2020,10/16/20,9/19/20,52.35,16,17.45,3,0
10673,WILMK,2,Andrew Fuller,9/18/20,2020,10/16/20,9/19/20,84,42,14,6,0
10673,WILMK,2,Andrew Fuller,9/18/20,2020,10/16/20,9/19/20,276,43,46,6,0
10674,ISLAT,4,Margaret Peacock,9/18/20,2020,10/16/20,9/30/20,45,23,9,5,0
10675,FRANK,5,Steven Buchanan,9/19/20,2020,10/17/20,9/23/20,697.5,14,23.25,30,0
10675,FRANK,5,Steven Buchanan,9/19/20,2020,10/17/20,9/23/20,328,53,32.8,10,0
10675,FRANK,5,Steven Buchanan,9/19/20,2020,10/17/20,9/23/20,397.5,58,13.25,30,0
10676,TORTU,2,Andrew Fuller,9/22/20,2020,10/20/20,9/29/20,62,10,31,2,0
10676,TORTU,2,Andrew Fuller,9/22/20,2020,10/20/20,9/29/20,64.4,19,9.2,7,0
10676,TORTU,2,Andrew Fuller,9/22/20,2020,10/20/20,9/29/20,408.45,44,19.45,21,0
10677,ANTON,1,Nancy Davolio,9/22/20,2020,10/20/20,9/26/20,936.9,26,31.23,30,15
10677,ANTON,1,Nancy Davolio,9/22/20,2020,10/20/20,9/26/20,20,33,2.5,8,15
10678,SAVEA,7,Robert King,9/23/20,2020,10/21/20,10/16/20,3800,12,38,100,0
10678,SAVEA,7,Robert King,9/23/20,2020,10/21/20,10/16/20,75,33,2.5,30,0
10678,SAVEA,7,Robert King,9/23/20,2020,10/21/20,10/16/20,1158,41,9.65,120,0
10678,SAVEA,7,Robert King,9/23/20,2020,10/21/20,10/16/20,223.5,54,7.45,30,0
10679,BLONP,8,Laura Callahan,9/23/20,2020,10/21/20,9/30/20,660,59,55,12,0
10680,OLDWO,1,Nancy Davolio,9/24/20,2020,10/22/20,9/26/20,872.5,16,17.45,50,25
10680,OLDWO,1,Nancy Davolio,9/24/20,2020,10/22/20,9/26/20,250,31,12.5,20,25
10680,OLDWO,1,Nancy Davolio,9/24/20,2020,10/22/20,9/26/20,560,42,14,40,25
10681,GREAL,3,Janet Leverling,9/25/20,2020,10/23/20,9/30/20,276,19,9.2,30,10
10681,GREAL,3,Janet Leverling,9/25/20,2020,10/23/20,9/30/20,120,21,10,12,10
10681,GREAL,3,Janet Leverling,9/25/20,2020,10/23/20,9/30/20,931,64,33.25,28,0
10682,ANTON,3,Janet Leverling,9/25/20,2020,10/23/20,10/1/20,75,33,2.5,30,0
10682,ANTON,3,Janet Leverling,9/25/20,2020,10/23/20,10/1/20,68,66,17,4,0
10682,ANTON,3,Janet Leverling,9/25/20,2020,10/23/20,10/1/20,232.5,75,7.75,30,0
10683,DUMON,2,Andrew Fuller,9/26/20,2020,10/24/20,10/1/20,63,52,7,9,0
10684,OTTIK,3,Janet Leverling,9/26/20,2020,10/24/20,9/30/20,368,40,18.4,20,0
10684,OTTIK,3,Janet Leverling,9/26/20,2020,10/24/20,9/30/20,380,47,9.5,40,0
10684,OTTIK,3,Janet Leverling,9/26/20,2020,10/24/20,9/30/20,1020,60,34,30,0
10685,GOURL,4,Margaret Peacock,9/29/20,2020,10/13/20,10/3/20,620,10,31,20,0
10685,GOURL,4,Margaret Peacock,9/29/20,2020,10/13/20,10/3/20,38.6,41,9.65,4,0
10685,GOURL,4,Margaret Peacock,9/29/20,2020,10/13/20,10/3/20,142.5,47,9.5,15,0
10686,PICCO,2,Andrew Fuller,9/30/20,2020,10/28/20,10/8/20,1170,17,39,30,20
10686,PICCO,2,Andrew Fuller,9/30/20,2020,10/28/20,10/8/20,468.45,26,31.23,15,0
10687,HUNGO,9,Anne Dodsworth,9/30/20,2020,10/28/20,10/30/20,4850,9,97,50,25
10687,HUNGO,9,Anne Dodsworth,9/30/20,2020,10/28/20,10/30/20,1237.9,29,123.79,10,0
10687,HUNGO,9,Anne Dodsworth,9/30/20,2020,10/28/20,10/30/20,114,36,19,6,25
10688,VAFFE,4,Margaret Peacock,10/1/20,2020,10/15/20,10/7/20,558,10,31,18,10
10688,VAFFE,4,Margaret Peacock,10/1/20,2020,10/15/20,10/7/20,2736,28,45.6,60,10
10688,VAFFE,4,Margaret Peacock,10/1/20,2020,10/15/20,10/7/20,196,34,14,14,0
10689,BERGS,1,Nancy Davolio,10/1/20,2020,10/29/20,10/7/20,630,1,18,35,25
10690,HANAR,1,Nancy Davolio,10/2/20,2020,10/30/20,10/3/20,760,56,38,20,25
10690,HANAR,1,Nancy Davolio,10/2/20,2020,10/30/20,10/3/20,390,77,13,30,25
10691,QUICK,2,Andrew Fuller,10/3/20,2020,11/14/20,10/22/20,540,1,18,30,0
10691,QUICK,2,Andrew Fuller,10/3/20,2020,11/14/20,10/22/20,4951.6,29,123.79,40,0
10691,QUICK,2,Andrew Fuller,10/3/20,2020,11/14/20,10/22/20,1840,43,46,40,0
10691,QUICK,2,Andrew Fuller,10/3/20,2020,11/14/20,10/22/20,466.8,44,19.45,24,0
10691,QUICK,2,Andrew Fuller,10/3/20,2020,11/14/20,10/22/20,2366.4,62,49.3,48,0
10692,ALFKI,4,Margaret Peacock,10/3/20,2020,10/31/20,10/13/20,878,63,43.9,20,0
10693,WHITC,3,Janet Leverling,10/6/20,2020,10/20/20,10/10/20,582,9,97,6,0
10693,WHITC,3,Janet Leverling,10/6/20,2020,10/20/20,10/10/20,447,54,7.45,60,15
10693,WHITC,3,Janet Leverling,10/6/20,2020,10/20/20,10/10/20,1080,69,36,30,15
10693,WHITC,3,Janet Leverling,10/6/20,2020,10/20/20,10/10/20,225,73,15,15,15
10694,QUICK,8,Laura Callahan,10/6/20,2020,11/3/20,10/9/20,2700,7,30,90,0
10694,QUICK,8,Laura Callahan,10/6/20,2020,11/3/20,10/9/20,1375,59,55,25,0
10694,QUICK,8,Laura Callahan,10/6/20,2020,11/3/20,10/9/20,750,70,15,50,0
10695,WILMK,7,Robert King,10/7/20,2020,11/18/20,10/14/20,400,8,40,10,0
10695,WILMK,7,Robert King,10/7/20,2020,11/18/20,10/14/20,152,12,38,4,0
10695,WILMK,7,Robert King,10/7/20,2020,11/18/20,10/14/20,90,24,4.5,20,0
10696,WHITC,8,Laura Callahan,10/8/20,2020,11/19/20,10/14/20,780,17,39,20,0
10696,WHITC,8,Laura Callahan,10/8/20,2020,11/19/20,10/14/20,216,46,12,18,0
10697,LINOD,3,Janet Leverling,10/8/20,2020,11/5/20,10/14/20,64.4,19,9.2,7,25
10697,LINOD,3,Janet Leverling,10/8/20,2020,11/5/20,10/14/20,162,35,18,9,25
10697,LINOD,3,Janet Leverling,10/8/20,2020,11/5/20,10/14/20,397.5,58,13.25,30,25
10697,LINOD,3,Janet Leverling,10/8/20,2020,11/5/20,10/14/20,450,70,15,30,25
10698,ERNSH,4,Margaret Peacock,10/9/20,2020,11/6/20,10/17/20,315,11,21,15,0
10698,ERNSH,4,Margaret Peacock,10/9/20,2020,11/6/20,10/17/20,312,17,39,8,5
10698,ERNSH,4,Margaret Peacock,10/9/20,2020,11/6/20,10/17/20,1485.48,29,123.79,12,5
10698,ERNSH,4,Margaret Peacock,10/9/20,2020,11/6/20,10/17/20,1368.25,65,21.05,65,5
10698,ERNSH,4,Margaret Peacock,10/9/20,2020,11/6/20,10/17/20,120,70,15,8,5
10699,MORGK,3,Janet Leverling,10/9/20,2020,11/6/20,10/13/20,114,47,9.5,12,0
10700,SAVEA,3,Janet Leverling,10/10/20,2020,11/7/20,10/16/20,90,1,18,5,20
10700,SAVEA,3,Janet Leverling,10/10/20,2020,11/7/20,10/16/20,168,34,14,12,20
10700,SAVEA,3,Janet Leverling,10/10/20,2020,11/7/20,10/16/20,500,68,12.5,40,20
10700,SAVEA,3,Janet Leverling,10/10/20,2020,11/7/20,10/16/20,1290,71,21.5,60,20
10701,HUNGO,6,Michael Suyama,10/13/20,2020,10/27/20,10/15/20,2310,59,55,42,15
10701,HUNGO,6,Michael Suyama,10/13/20,2020,10/27/20,10/15/20,430,71,21.5,20,15
10701,HUNGO,6,Michael Suyama,10/13/20,2020,10/27/20,10/15/20,630,76,18,35,15
10702,ALFKI,4,Margaret Peacock,10/13/20,2020,11/24/20,10/21/20,60,3,10,6,0
10702,ALFKI,4,Margaret Peacock,10/13/20,2020,11/24/20,10/21/20,270,76,18,15,0
10703,FOLKO,6,Michael Suyama,10/14/20,2020,11/11/20,10/20/20,95,2,19,5,0
10703,FOLKO,6,Michael Suyama,10/14/20,2020,11/11/20,10/20/20,1925,59,55,35,0
10703,FOLKO,6,Michael Suyama,10/14/20,2020,11/11/20,10/20/20,525,73,15,35,0
10704,QUEEN,6,Michael Suyama,10/14/20,2020,11/11/20,11/7/20,132,4,22,6,0
10704,QUEEN,6,Michael Suyama,10/14/20,2020,11/11/20,11/7/20,157.5,24,4.5,35,0
10704,QUEEN,6,Michael Suyama,10/14/20,2020,11/11/20,11/7/20,306,48,12.75,24,0
10705,HILAA,9,Anne Dodsworth,10/15/20,2020,11/12/20,11/18/20,250,31,12.5,20,0
10705,HILAA,9,Anne Dodsworth,10/15/20,2020,11/12/20,11/18/20,128,32,32,4,0
10706,OLDWO,8,Laura Callahan,10/16/20,2020,11/13/20,10/21/20,349,16,17.45,20,0
10706,OLDWO,8,Laura Callahan,10/16/20,2020,11/13/20,10/21/20,1104,43,46,24,0
10706,OLDWO,8,Laura Callahan,10/16/20,2020,11/13/20,10/21/20,440,59,55,8,0
10707,AROUT,4,Margaret Peacock,10/16/20,2020,10/30/20,10/23/20,504,55,24,21,0
10707,AROUT,4,Margaret Peacock,10/16/20,2020,10/30/20,10/23/20,780,57,19.5,40,0
10707,AROUT,4,Margaret Peacock,10/16/20,2020,10/30/20,10/23/20,420,70,15,28,15
10708,THEBI,6,Michael Suyama,10/17/20,2020,11/28/20,11/5/20,85.4,5,21.35,4,0
10708,THEBI,6,Michael Suyama,10/17/20,2020,11/28/20,11/5/20,95,36,19,5,0
10709,GOURL,1,Nancy Davolio,10/17/20,2020,11/14/20,11/20/20,1600,8,40,40,0
10709,GOURL,1,Nancy Davolio,10/17/20,2020,11/14/20,11/20/20,1484,51,53,28,0
10709,GOURL,1,Nancy Davolio,10/17/20,2020,11/14/20,11/20/20,340,60,34,10,0
10710,FRANS,1,Nancy Davolio,10/20/20,2020,11/17/20,10/23/20,46,19,9.2,5,0
10710,FRANS,1,Nancy Davolio,10/20/20,2020,11/17/20,10/23/20,47.5,47,9.5,5,0
10711,SAVEA,5,Steven Buchanan,10/21/20,2020,12/2/20,10/29/20,110.4,19,9.2,12,0
10711,SAVEA,5,Steven Buchanan,10/21/20,2020,12/2/20,10/29/20,405.3,41,9.65,42,0
10711,SAVEA,5,Steven Buchanan,10/21/20,2020,12/2/20,10/29/20,3936,53,32.8,120,0
10712,HUNGO,3,Janet Leverling,10/21/20,2020,11/18/20,10/31/20,98.4,53,32.8,3,5
10712,HUNGO,3,Janet Leverling,10/21/20,2020,11/18/20,10/31/20,1140,56,38,30,0
10713,SAVEA,1,Nancy Davolio,10/22/20,2020,11/19/20,10/24/20,558,10,31,18,0
10713,SAVEA,1,Nancy Davolio,10/22/20,2020,11/19/20,10/24/20,936.9,26,31.23,30,0
10713,SAVEA,1,Nancy Davolio,10/22/20,2020,11/19/20,10/24/20,1045,45,9.5,110,0
10713,SAVEA,1,Nancy Davolio,10/22/20,2020,11/19/20,10/24/20,288,46,12,24,0
10714,SAVEA,5,Steven Buchanan,10/22/20,2020,11/19/20,10/27/20,570,2,19,30,25
10714,SAVEA,5,Steven Buchanan,10/22/20,2020,11/19/20,10/27/20,1053,17,39,27,25
10714,SAVEA,5,Steven Buchanan,10/22/20,2020,11/19/20,10/27/20,475,47,9.5,50,25
10714,SAVEA,5,Steven Buchanan,10/22/20,2020,11/19/20,10/27/20,684,56,38,18,25
10714,SAVEA,5,Steven Buchanan,10/22/20,2020,11/19/20,10/27/20,159,58,13.25,12,25
10715,BONAP,3,Janet Leverling,10/23/20,2020,11/6/20,10/29/20,651,10,31,21,0
10715,BONAP,3,Janet Leverling,10/23/20,2020,11/6/20,10/29/20,645,71,21.5,30,0
10716,RANCH,4,Margaret Peacock,10/24/20,2020,11/21/20,10/27/20,50,21,10,5,0
10716,RANCH,4,Margaret Peacock,10/24/20,2020,11/21/20,10/27/20,371,51,53,7,0
10716,RANCH,4,Margaret Peacock,10/24/20,2020,11/21/20,10/27/20,285,61,28.5,10,0
10717,FRANK,1,Nancy Davolio,10/24/20,2020,11/21/20,10/29/20,320,21,10,32,5
10717,FRANK,1,Nancy Davolio,10/24/20,2020,11/21/20,10/29/20,111.75,54,7.45,15,0
10717,FRANK,1,Nancy Davolio,10/24/20,2020,11/21/20,10/29/20,900,69,36,25,5
10718,KOENE,1,Nancy Davolio,10/27/20,2020,11/24/20,10/29/20,1368,12,38,36,0
10718,KOENE,1,Nancy Davolio,10/27/20,2020,11/24/20,10/29/20,349,16,17.45,20,0
10718,KOENE,1,Nancy Davolio,10/27/20,2020,11/24/20,10/29/20,760,36,19,40,0
10718,KOENE,1,Nancy Davolio,10/27/20,2020,11/24/20,10/29/20,986,62,49.3,20,0
10719,LETSS,8,Laura Callahan,10/27/20,2020,11/24/20,11/5/20,750,18,62.5,12,25
10719,LETSS,8,Laura Callahan,10/27/20,2020,11/24/20,11/5/20,77.67,30,25.89,3,25
10719,LETSS,8,Laura Callahan,10/27/20,2020,11/24/20,11/5/20,298,54,7.45,40,25
10720,QUEDE,8,Laura Callahan,10/28/20,2020,11/11/20,11/5/20,378,35,18,21,0
10720,QUEDE,8,Laura Callahan,10/28/20,2020,11/11/20,11/5/20,172,71,21.5,8,0
10721,QUICK,5,Steven Buchanan,10/29/20,2020,11/26/20,10/31/20,972.5,44,19.45,50,5
10722,SAVEA,8,Laura Callahan,10/29/20,2020,12/10/20,11/4/20,57,2,19,3,0
10722,SAVEA,8,Laura Callahan,10/29/20,2020,12/10/20,11/4/20,625,31,12.5,50,0
10722,SAVEA,8,Laura Callahan,10/29/20,2020,12/10/20,11/4/20,562.5,68,12.5,45,0
10722,SAVEA,8,Laura Callahan,10/29/20,2020,12/10/20,11/4/20,325.5,75,7.75,42,0
10723,WHITC,3,Janet Leverling,10/30/20,2020,11/27/20,11/25/20,468.45,26,31.23,15,0
10724,MEREP,8,Laura Callahan,10/30/20,2020,12/11/20,11/5/20,496,10,31,16,0
10724,MEREP,8,Laura Callahan,10/30/20,2020,12/11/20,11/5/20,142.5,61,28.5,5,0
10725,FAMIA,4,Margaret Peacock,10/31/20,2020,11/28/20,11/5/20,115.8,41,9.65,12,0
10725,FAMIA,4,Margaret Peacock,10/31/20,2020,11/28/20,11/5/20,28,52,7,4,0
10725,FAMIA,4,Margaret Peacock,10/31/20,2020,11/28/20,11/5/20,144,55,24,6,0
10726,EASTC,4,Margaret Peacock,11/3/20,2020,11/17/20,12/5/20,550,4,22,25,0
10726,EASTC,4,Margaret Peacock,11/3/20,2020,11/17/20,12/5/20,105,11,21,5,0
10727,REGGC,2,Andrew Fuller,11/3/20,2020,12/1/20,12/5/20,780,17,39,20,5
10727,REGGC,2,Andrew Fuller,11/3/20,2020,12/1/20,12/5/20,380,56,38,10,5
10727,REGGC,2,Andrew Fuller,11/3/20,2020,12/1/20,12/5/20,550,59,55,10,5
10728,QUEEN,4,Margaret Peacock,11/4/20,2020,12/2/20,11/11/20,388.35,30,25.89,15,0
10728,QUEEN,4,Margaret Peacock,11/4/20,2020,12/2/20,11/11/20,110.4,40,18.4,6,0
10728,QUEEN,4,Margaret Peacock,11/4/20,2020,12/2/20,11/11/20,288,55,24,12,0
10728,QUEEN,4,Margaret Peacock,11/4/20,2020,12/2/20,11/11/20,510,60,34,15,0
10729,LINOD,8,Laura Callahan,11/4/20,2020,12/16/20,11/14/20,900,1,18,50,0
10729,LINOD,8,Laura Callahan,11/4/20,2020,12/16/20,11/14/20,300,21,10,30,0
10729,LINOD,8,Laura Callahan,11/4/20,2020,12/16/20,11/14/20,650,50,16.25,40,0
10730,BONAP,5,Steven Buchanan,11/5/20,2020,12/3/20,11/14/20,261.75,16,17.45,15,5
10730,BONAP,5,Steven Buchanan,11/5/20,2020,12/3/20,11/14/20,37.5,31,12.5,3,5
10730,BONAP,5,Steven Buchanan,11/5/20,2020,12/3/20,11/14/20,210.5,65,21.05,10,5
10731,CHOPS,7,Robert King,11/6/20,2020,12/4/20,11/14/20,400,21,10,40,5
10731,CHOPS,7,Robert King,11/6/20,2020,12/4/20,11/14/20,1590,51,53,30,5
10732,BONAP,3,Janet Leverling,11/6/20,2020,12/4/20,11/7/20,360,76,18,20,0
10733,BERGS,1,Nancy Davolio,11/7/20,2020,12/5/20,11/10/20,372,14,23.25,16,0
10733,BERGS,1,Nancy Davolio,11/7/20,2020,12/5/20,11/10/20,912,28,45.6,20,0
10733,BERGS,1,Nancy Davolio,11/7/20,2020,12/5/20,11/10/20,175,52,7,25,0
10734,GOURL,2,Andrew Fuller,11/7/20,2020,12/5/20,11/12/20,750,6,25,30,0
10734,GOURL,2,Andrew Fuller,11/7/20,2020,12/5/20,11/12/20,388.35,30,25.89,15,0
10734,GOURL,2,Andrew Fuller,11/7/20,2020,12/5/20,11/12/20,360,76,18,20,0
10735,LETSS,6,Michael Suyama,11/10/20,2020,12/8/20,11/21/20,570,61,28.5,20,10
10735,LETSS,6,Michael Suyama,11/10/20,2020,12/8/20,11/21/20,26,77,13,2,10
10736,HUNGO,9,Anne Dodsworth,11/11/20,2020,12/9/20,11/21/20,842,65,21.05,40,0
10736,HUNGO,9,Anne Dodsworth,11/11/20,2020,12/9/20,11/21/20,155,75,7.75,20,0
10737,VINET,2,Andrew Fuller,11/11/20,2020,12/9/20,11/18/20,24,13,6,4,0
10737,VINET,2,Andrew Fuller,11/11/20,2020,12/9/20,11/18/20,115.8,41,9.65,12,0
10738,SPECD,2,Andrew Fuller,11/12/20,2020,12/10/20,11/18/20,52.35,16,17.45,3,0
10739,VINET,3,Janet Leverling,11/12/20,2020,12/10/20,11/17/20,114,36,19,6,0
10739,VINET,3,Janet Leverling,11/12/20,2020,12/10/20,11/17/20,126,52,7,18,0
10740,WHITC,4,Margaret Peacock,11/13/20,2020,12/11/20,11/25/20,228,28,45.6,5,20
10740,WHITC,4,Margaret Peacock,11/13/20,2020,12/11/20,11/25/20,630,35,18,35,20
10740,WHITC,4,Margaret Peacock,11/13/20,2020,12/11/20,11/25/20,380,45,9.5,40,20
10740,WHITC,4,Margaret Peacock,11/13/20,2020,12/11/20,11/25/20,532,56,38,14,20
10741,AROUT,4,Margaret Peacock,11/14/20,2020,11/28/20,11/18/20,285,2,19,15,20
10742,BOTTM,3,Janet Leverling,11/14/20,2020,12/12/20,11/18/20,200,3,10,20,0
10742,BOTTM,3,Janet Leverling,11/14/20,2020,12/12/20,11/18/20,1700,60,34,50,0
10742,BOTTM,3,Janet Leverling,11/14/20,2020,12/12/20,11/18/20,1218,72,34.8,35,0
10743,AROUT,1,Nancy Davolio,11/17/20,2020,12/15/20,11/21/20,336,46,12,28,5
10744,VAFFE,6,Michael Suyama,11/17/20,2020,12/15/20,11/24/20,920,40,18.4,50,20
10745,QUICK,9,Anne Dodsworth,11/18/20,2020,12/16/20,11/27/20,1500,18,62.5,24,0
10745,QUICK,9,Anne Dodsworth,11/18/20,2020,12/16/20,11/27/20,311.2,44,19.45,16,0
10745,QUICK,9,Anne Dodsworth,11/18/20,2020,12/16/20,11/27/20,2475,59,55,45,0
10745,QUICK,9,Anne Dodsworth,11/18/20,2020,12/16/20,11/27/20,243.6,72,34.8,7,0
10746,CHOPS,1,Nancy Davolio,11/19/20,2020,12/17/20,11/21/20,36,13,6,6,0
10746,CHOPS,1,Nancy Davolio,11/19/20,2020,12/17/20,11/21/20,392,42,14,28,0
10746,CHOPS,1,Nancy Davolio,11/19/20,2020,12/17/20,11/21/20,443.7,62,49.3,9,0
10746,CHOPS,1,Nancy Davolio,11/19/20,2020,12/17/20,11/21/20,1440,69,36,40,0
10747,PICCO,6,Michael Suyama,11/19/20,2020,12/17/20,11/26/20,100,31,12.5,8,0
10747,PICCO,6,Michael Suyama,11/19/20,2020,12/17/20,11/26/20,337.75,41,9.65,35,0
10747,PICCO,6,Michael Suyama,11/19/20,2020,12/17/20,11/26/20,395.1,63,43.9,9,0
10747,PICCO,6,Michael Suyama,11/19/20,2020,12/17/20,11/26/20,1080,69,36,30,0
10748,SAVEA,3,Janet Leverling,11/20/20,2020,12/18/20,11/28/20,396,23,9,44,0
10748,SAVEA,3,Janet Leverling,11/20/20,2020,12/18/20,11/28/20,736,40,18.4,40,0
10748,SAVEA,3,Janet Leverling,11/20/20,2020,12/18/20,11/28/20,1064,56,38,28,0
10749,ISLAT,4,Margaret Peacock,11/20/20,2020,12/18/20,12/19/20,570,56,38,15,0
10749,ISLAT,4,Margaret Peacock,11/20/20,2020,12/18/20,12/19/20,330,59,55,6,0
10749,ISLAT,4,Margaret Peacock,11/20/20,2020,12/18/20,12/19/20,180,76,18,10,0
10750,WARTH,9,Anne Dodsworth,11/21/20,2020,12/19/20,11/24/20,116.25,14,23.25,5,15
10750,WARTH,9,Anne Dodsworth,11/21/20,2020,12/19/20,11/24/20,380,45,9.5,40,15
10750,WARTH,9,Anne Dodsworth,11/21/20,2020,12/19/20,11/24/20,1375,59,55,25,15
10751,RICSU,3,Janet Leverling,11/24/20,2020,12/22/20,12/3/20,374.76,26,31.23,12,10
10751,RICSU,3,Janet Leverling,11/24/20,2020,12/22/20,12/3/20,776.7,30,25.89,30,0
10751,RICSU,3,Janet Leverling,11/24/20,2020,12/22/20,12/3/20,325,50,16.25,20,10
10751,RICSU,3,Janet Leverling,11/24/20,2020,12/22/20,12/3/20,225,73,15,15,0
10752,NORTS,2,Andrew Fuller,11/24/20,2020,12/22/20,11/28/20,144,1,18,8,0
10752,NORTS,2,Andrew Fuller,11/24/20,2020,12/22/20,11/28/20,108,69,36,3,0
10753,FRANS,3,Janet Leverling,11/25/20,2020,12/23/20,11/27/20,38,45,9.5,4,0
10753,FRANS,3,Janet Leverling,11/25/20,2020,12/23/20,11/27/20,50,74,10,5,0
10754,MAGAA,6,Michael Suyama,11/25/20,2020,12/23/20,11/27/20,55.2,40,18.4,3,0
10755,BONAP,4,Margaret Peacock,11/26/20,2020,12/24/20,11/28/20,285,47,9.5,30,25
10755,BONAP,4,Margaret Peacock,11/26/20,2020,12/24/20,11/28/20,1140,56,38,30,25
10755,BONAP,4,Margaret Peacock,11/26/20,2020,12/24/20,11/28/20,273,57,19.5,14,25
10755,BONAP,4,Margaret Peacock,11/26/20,2020,12/24/20,11/28/20,900,69,36,25,25
10756,SPLIR,8,Laura Callahan,11/27/20,2020,12/25/20,12/2/20,1312.5,18,62.5,21,20
10756,SPLIR,8,Laura Callahan,11/27/20,2020,12/25/20,12/2/20,380,36,19,20,20
10756,SPLIR,8,Laura Callahan,11/27/20,2020,12/25/20,12/2/20,75,68,12.5,6,20
10756,SPLIR,8,Laura Callahan,11/27/20,2020,12/25/20,12/2/20,720,69,36,20,20
10757,SAVEA,6,Michael Suyama,11/27/20,2020,12/25/20,12/15/20,420,34,14,30,0
